date,tournament,round,type,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2024-03-12,All England Open 2024,Round 1,MD,Aaron CHIA / SOH Wooi Yik,5,2102,GOH Sze Fei / Nur IZZUDDIN,19,1920
2024-03-12,All England Open 2024,Round 1,WS,PAI Yu Po,30,1858,AAKARSHI KASHYAP,43,1757
2024-03-12,All England Open 2024,Round 1,XD,TAN Kian Meng / LAI Pei Jing,25,1910,Thom GICQUEL / Delphine DELRUE,13,1997
2024-03-12,All England Open 2024,Round 1,MD,Muhammad Shohibul FIKRI / Bagas MAULANA,9,2031,Alexander DUNN / Adam HALL,32,1735
2024-03-12,All England Open 2024,Round 1,MS,Toma Junior POPOV,27,2000,LI Shi Feng,4,2253
2024-03-12,All England Open 2024,Round 1,WD,Paula Lynn OBANANA / Lauren LAM,42,1632,Jeslyn CHOW / Eliana ZHANG,78,1664
2024-03-12,All England Open 2024,Round 1,WS,PUSARLA V. Sindhu,11,2248,Yvonne LI,26,1868
2024-03-12,All England Open 2024,Round 1,MS,Koki WATANABE,20,2127,WANG Tzu Wei,23,2063
2024-03-12,All England Open 2024,Round 1,MD,CHANG Tak Ching / PO Li-Wei,39,1784,Kevin LEE / Ty Alexander LEONG,37,1742
2024-03-12,All England Open 2024,Round 1,WS,HAN Yue,8,2268,Supanida KATETHONG,17,2055
2024-03-12,All England Open 2024,Round 1,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,14,2104,LEE Chia.. / TENG Chun Hsun,25,1781
2024-03-12,All England Open 2024,Round 1,MS,Christo POPOV,24,2112,LEE Cheuk Yiu,13,2129
2024-03-13,All England Open 2024,Round 1,WD,CHEN Qi Ming / JIA Yi Fan,1,2451,HSU Ya Ching / LIN Wan Ching,26,1833
2024-03-13,All England Open 2024,Round 1,WD,BAEK Ha Na / LEE So Hee,2,2277,Francesca CORBETT / Allison Qu..,34,1775
2024-03-13,All England Open 2024,Round 1,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2089,LEE Fang Jen / LEE Fang Chih,21,1899
2024-03-13,All England Open 2024,Round 1,WS,WANG Zhi Yi,9,2402,Aya OHORI,12,2262
2024-03-13,All England Open 2024,Round 1,MD,LEE Jhe-Huei / YANG Po Hsuan,15,2158,Vinson CHIU / Joshua YUAN,43,1543
2024-03-13,All England Open 2024,Round 1,XD,Yuta WATANABE / Arisa IGAKI,2,2234,Kyohei YAMASHITA / Naru SHINOYA,21,1919
2024-03-13,All England Open 2024,Round 1,WD,Rin IWANAGA / Kie NAKANISHI,13,2058,Rutaparn.. / Swetaparn DEESOM,51,1584
2024-03-13,All England Open 2024,Round 1,XD,FENG Yan Zhe / HUANG Dong Ping,4,2357,Kenneth .. / Gronya SOMERVILLE,43,1855
2024-03-13,All England Open 2024,Round 1,MD,Akira KOGA / Taichi SAITO,16,1962,MAN Wei Chong / TEE Kai Wun,18,1911
2024-03-13,All England Open 2024,Round 1,XD,KIM Won Ho / JEONG Na Eun,7,2205,Ty Alexander LEONG / Josephine WU,29,1853
2024-03-13,All England Open 2024,Round 1,XD,LEE Chun Hei / NG Tsz Yau,23,1937,Yuki KANEKO / Misaki MATSUTOMO,26,1865
2024-03-13,All England Open 2024,Round 1,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,1,2343,Hendra SETIAWAN / Mohammad AHSAN,14,2011
2024-03-13,All England Open 2024,Round 1,MD,Rasmus KJÆR / Frederik SØGAARD,17,1965,LU Ching Yao / YANG Po Hsuan,25,1876
2024-03-13,All England Open 2024,Round 1,WS,Carolina MARIN,5,2392,SUNG Shuo Yun,29,1888
2024-03-13,All England Open 2024,Round 1,WS,Busanan ONGBAMRUNGPHAN,21,2161,GAO Fang jie,33,2100
2024-03-13,All England Open 2024,Round 1,MD,HE Ji Ting / REN Xiang Yu,13,2096,KANG Min Hyuk / SEO Seung Jae,2,2314
2024-03-13,All England Open 2024,Round 1,XD,Robin TABELING / Selena PIEK,15,1996,Mathias THYRRI / Amalie MAGELUND,22,1874
2024-03-13,All England Open 2024,Round 1,MS,SHI Yu Qi,2,2497,Rasmus GEMKE,28,2169
2024-03-13,All England Open 2024,Round 1,MS,Lakshya SEN,18,2209,Magnus JOHANNESEN,33,1964
2024-03-13,All England Open 2024,Round 1,MS,Anders ANTONSEN,3,2404,Kanta TSUNEYAMA,19,2074
2024-03-13,All England Open 2024,Round 1,MS,Chico Aura DWI WARDOYO,29,2121,Priyanshu RAJAWAT,30,1974
2024-03-13,All England Open 2024,Round 1,MS,Kunlavut VITIDSARN,7,2290,LU Guang Zu,17,2217
2024-03-13,All England Open 2024,Round 1,WD,Tanisha CRASTO / Ashwini PONNAPPA,23,1850,YEUNG .. / YEUNG Pak Hon,18,1740
2024-03-13,All England Open 2024,Round 1,WD,KIM So Yeong / KONG Hee Yong,4,2133,LI Yi jing / LUO Xu Min,21,1967
2024-03-13,All England Open 2024,Round 1,MD,LIANG Wei Keng / WANG Chang,3,2225,DONG A Ran / Nyl YAKURA,34,1742
2024-03-13,All England Open 2024,Round 1,XD,HEE Yong KWON / TAN Wei Qiang,20,1954,YANG Po Hsuan / HU Ling Fang,30,1749
2024-03-13,All England Open 2024,Round 1,XD,Supak JOMKOH / Supissara PACHARAMONGKOL,17,1844,Ruttanapon KETSAOPAR / Jhenicha SUDJAIPRAPARAT,34,1801
2024-03-13,All England Open 2024,Round 1,MS,Jonatan CHRISTIE,9,2208,CHOU Tien Chen,14,2145
2024-03-13,All England Open 2024,Round 1,WS,Akane YAMAGUCHI,4,2489,ZHANG Yi Man,15,2243
2024-03-13,All England Open 2024,Round 1,WD,Nami MATSUYAMA / Chiharu SHIDA,5,2259,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,10,2040
2024-03-13,All England Open 2024,Round 1,WS,AN Se Young,1,2719,HSU Wen Chi,27,1956
2024-03-13,All England Open 2024,Round 1,MD,Takuro HOKI / Yugo KOBAYASHI,6,2147,Ben LANE / Sean VENDY,22,1859
2024-03-13,All England Open 2024,Round 1,WS,HE Bing Jiao,6,2402,GOH Jin Wei,34,1909
2024-03-13,All England Open 2024,Round 1,WS,CHEN Yu Fei,2,2536,NGUYEN Thuy Linh,22,2055
2024-03-13,All England Open 2024,Round 1,WS,KIM Ga Eun,13,2171,Ratchanok INTANON,14,2173
2024-03-13,All England Open 2024,Round 1,WD,Yuki FUKUSHIMA / Sayaka HIROTA,7,2137,Maiken FRUERGAARD / Sara THYGESEN,19,1924
2024-03-13,All England Open 2024,Round 1,WD,ZHANG .. / ZHENG Yu,6,2183,JEONG Na Eun / KIM Hye Jeong,12,2106
2024-03-13,All England Open 2024,Round 1,MD,LEE Yang / WANG Chang,10,1986,Leo Rolly CARNANDO / Daniel MARTHIN,11,1969
2024-03-13,All England Open 2024,Round 1,XD,CHEN Tang Jie / TOH Ee Wei,9,2068,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,6,2277
2024-03-13,All England Open 2024,Round 1,WD,Setyana MAPASA / Angela YU,35,1861,Debora JILLE / Cheryl SEINEN,32,1713
2024-03-13,All England Open 2024,Round 1,WD,Catherine CHOI / Josephine WU,28,1756,Annie XU / Kerry XU,30,1690
2024-03-13,All England Open 2024,Round 1,MS,LEE Zii Jia,10,2245,Kodai NARAOKA,6,2248
2024-03-13,All England Open 2024,Round 1,XD,YE Hong / LEE Chia Hsin,12,2078,SEO Seung Jae / CHAE Yu Jung,3,2284
2024-03-13,All England Open 2024,Round 1,WS,Michelle LI,24,2044,Mia BLICHFELDT,20,2136
2024-03-13,All England Open 2024,Round 1,MD,Kenya MITSUI / Hiroki OKAMURA,27,1874,Ondřej KRÁL / Adam MENDREK,47,1763
2024-03-13,All England Open 2024,Round 1,WS,TAI Tzu Ying,3,2596,Nozomi OKUHARA,18,2112
2024-03-13,All England Open 2024,Round 1,MS,LOH Kean Yew,11,2196,NG Ka Long Angus,25,2074
2024-03-14,All England Open 2024,Round 2,WD,Yuki FUKUSHIMA / Sayaka HIROTA,7,2148,Setyana MAPASA / Angela YU,35,1879
2024-03-14,All England Open 2024,Round 2,MD,Muhammad Shohibul FIKRI / Bagas MAULANA,9,2039,Satwiksairaj RANKIREDDY / Chirag SHETTY,1,2349
2024-03-14,All England Open 2024,Round 2,WD,BAEK Ha Na / LEE So Hee,2,2279,Rin IWANAGA / Kie NAKANISHI,13,2061
2024-03-14,All England Open 2024,Round 2,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2102,Akira KOGA / Taichi SAITO,16,1986
2024-03-14,All England Open 2024,Round 2,MD,Aaron CHIA / SOH Wooi Yik,5,2115,CHANG Tak Ching / PO Li-Wei,39,1814
2024-03-14,All England Open 2024,Round 2,MD,HE Ji Ting / REN Xiang Yu,13,2137,Rasmus KJÆR / Frederik SØGAARD,17,1986
2024-03-14,All England Open 2024,Round 2,WS,Carolina MARIN,5,2395,WANG Zhi Yi,9,2418
2024-03-14,All England Open 2024,Round 2,XD,Yuta WATANABE / Arisa IGAKI,2,2241,LEE Chun Hei / NG Tsz Yau,23,1959
2024-03-14,All England Open 2024,Round 2,MD,LEE Yang / WANG Chang,10,2012,LIANG Wei Keng / WANG Chang,3,2228
2024-03-14,All England Open 2024,Round 2,MD,LEE Jhe-Huei / YANG Po Hsuan,15,2159,LIU Yu Chen / OU Xuan Yi,8,2130
2024-03-14,All England Open 2024,Round 2,MD,Supak JOMKOH / Kittinupong KEDREN,30,1933,Kim ASTRUP / Anders Skaarup RASMUSSEN,4,2201
2024-03-14,All England Open 2024,Round 2,WD,KIM So Yeong / KONG Hee Yong,4,2139,Catherine CHOI / Josephine WU,28,1785
2024-03-14,All England Open 2024,Round 2,WD,Nami MATSUYAMA / Chiharu SHIDA,5,2270,Paula Lynn OBANANA / Lauren LAM,42,1688
2024-03-14,All England Open 2024,Round 2,WS,CHEN Yu Fei,2,2539,Busanan ONGBAMRUNGPHAN,21,2183
2024-03-14,All England Open 2024,Round 2,XD,ZHENG Si Wei / HUANG Ya Qiong,1,2471,Mathias THYRRI / Alexandra BOE,10,2096
2024-03-14,All England Open 2024,Round 2,XD,KIM Won Ho / JEONG Na Eun,7,2211,HEE Yong KWON / TAN Wei Qiang,20,1967
2024-03-14,All England Open 2024,Round 2,WD,ZHANG .. / ZHENG Yu,6,2203,Tanisha CRASTO / Ashwini PONNAPPA,23,1872
2024-03-14,All England Open 2024,Round 2,XD,Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA,19,2025,Marcus ELLIS / Lauren SMITH,28,1829
2024-03-14,All England Open 2024,Round 2,MD,Takuro HOKI / Yugo KOBAYASHI,6,2155,Kenya MITSUI / Hiroki OKAMURA,27,1894
2024-03-14,All England Open 2024,Round 2,MS,Lakshya SEN,18,2219,Anders ANTONSEN,3,2411
2024-03-14,All England Open 2024,Round 2,WD,Pearly TAN / THINAAH Muralitharan,16,1997,CHEN Qi Ming / JIA Yi Fan,1,2452
2024-03-14,All England Open 2024,Round 2,WS,Gregoria Mariska TUNJUNG,7,2255,ZHANG Beiwen,10,2198
2024-03-14,All England Open 2024,Round 2,XD,FENG Yan Zhe / HUANG Dong Ping,4,2360,GOH Soon Huat / LAI Shevon Jemie,14,1931
2024-03-14,All England Open 2024,Round 2,MS,SHI Yu Qi,2,2503,Chico Aura DWI WARDOYO,29,2137
2024-03-14,All England Open 2024,Round 2,WS,Akane YAMAGUCHI,4,2499,Pornpawee CHOCHUWONG,16,2183
2024-03-14,All England Open 2024,Round 2,MS,Viktor AXELSEN,1,2507,WENG Hong Yang,15,2213
2024-03-14,All England Open 2024,Round 2,MS,Jonatan CHRISTIE,9,2229,Kunlavut VITIDSARN,7,2310
2024-03-14,All England Open 2024,Round 2,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,14,2111,LIU Sheng Shu / TAN Ning,3,2307
2024-03-14,All England Open 2024,Round 2,MS,LEE Zii Jia,10,2271,LOH Kean Yew,11,2213
2024-03-14,All England Open 2024,Round 2,MS,Christo POPOV,24,2139,SU Li Yang,32,2082
2024-03-14,All England Open 2024,Round 2,XD,TANG Chun Man / TSE Ying Suet,8,2194,TAN Kian Meng / LAI Pei Jing,25,1946
2024-03-14,All England Open 2024,Round 2,XD,Robin TABELING / Selena PIEK,15,2014,CHEN Tang Jie / TOH Ee Wei,9,2109
2024-03-14,All England Open 2024,Round 2,WS,TAI Tzu Ying,3,2599,KIM Ga Eun,13,2197
2024-03-14,All England Open 2024,Round 2,WS,HAN Yue,8,2280,PAI Yu Po,30,1880
2024-03-14,All England Open 2024,Round 2,MS,Koki WATANABE,20,2149,Toma Junior POPOV,27,2044
2024-03-14,All England Open 2024,Round 2,WD,Rena MIYAURA / Ayako SAKURAMOTO,11,2134,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,9,2143
2024-03-14,All England Open 2024,Round 2,XD,YE Hong / LEE Chia Hsin,12,2118,Supak JOMKOH / Supissara PACHARAMONGKOL,17,1871
2024-03-14,All England Open 2024,Round 2,WS,HE Bing Jiao,6,2405,Michelle LI,24,2077
2024-03-14,All England Open 2024,Round 2,WS,AN Se Young,1,2720,PUSARLA V. Sindhu,11,2249
2024-03-14,All England Open 2024,Round 2,MS,Anthony Sinisuka GINTING,5,2262,Kenta NISHIMOTO,12,2185
2024-03-15,All England Open 2024,Quarter final,MD,Aaron CHIA / SOH Wooi Yik,5,2123,Muhammad Shohibul FIKRI / Bagas MAULANA,9,2085
2024-03-15,All England Open 2024,Quarter final,MD,Takuro HOKI / Yugo KOBAYASHI,6,2165,HE Ji Ting / REN Xiang Yu,13,2153
2024-03-15,All England Open 2024,Quarter final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2120,LEE Yang / WANG Chang,10,2054
2024-03-15,All England Open 2024,Quarter final,XD,Robin TABELING / Selena PIEK,15,2048,YE Hong / LEE Chia Hsin,12,2128
2024-03-15,All England Open 2024,Quarter final,MS,Jonatan CHRISTIE,9,2261,SHI Yu Qi,2,2509
2024-03-15,All England Open 2024,Quarter final,MD,LEE Jhe-Huei / YANG Po Hsuan,15,2183,Supak JOMKOH / Kittinupong KEDREN,30,1979
2024-03-15,All England Open 2024,Quarter final,WS,Carolina MARIN,5,2422,CHEN Yu Fei,2,2545
2024-03-15,All England Open 2024,Quarter final,MS,Lakshya SEN,18,2258,LEE Zii Jia,10,2292
2024-03-15,All England Open 2024,Quarter final,XD,Yuta WATANABE / Arisa IGAKI,2,2249,KIM Won Ho / JEONG Na Eun,7,2222
2024-03-15,All England Open 2024,Quarter final,MS,Anthony Sinisuka GINTING,5,2282,Viktor AXELSEN,1,2515
2024-03-15,All England Open 2024,Quarter final,WD,BAEK Ha Na / LEE So Hee,2,2291,Yuki FUKUSHIMA / Sayaka HIROTA,7,2158
2024-03-15,All England Open 2024,Quarter final,WS,TAI Tzu Ying,3,2603,HE Bing Jiao,6,2411
2024-03-15,All England Open 2024,Quarter final,WD,KIM So Yeong / KONG Hee Yong,4,2145,ZHANG .. / ZHENG Yu,6,2210
2024-03-15,All England Open 2024,Quarter final,MS,Christo POPOV,24,2161,Koki WATANABE,20,2167
2024-03-15,All England Open 2024,Quarter final,XD,FENG Yan Zhe / HUANG Dong Ping,4,2364,TANG Chun Man / TSE Ying Suet,8,2204
2024-03-15,All England Open 2024,Quarter final,XD,ZHENG Si Wei / HUANG Ya Qiong,1,2477,Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA,19,2038
2024-03-15,All England Open 2024,Quarter final,WS,AN Se Young,1,2723,HAN Yue,8,2284
2024-03-15,All England Open 2024,Quarter final,WD,Nami MATSUYAMA / Chiharu SHIDA,5,2272,Benyapa AIMSAARD / Nuntakarn AIMSAARD,14,2150
2024-03-15,All England Open 2024,Quarter final,WD,Rena MIYAURA / Ayako SAKURAMOTO,11,2161,Pearly TAN / THINAAH Muralitharan,16,2047
2024-03-15,All England Open 2024,Quarter final,WS,Akane YAMAGUCHI,4,2506,Gregoria Mariska TUNJUNG,7,2277
2024-03-16,All England Open 2024,Semi final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2142,Takuro HOKI / Yugo KOBAYASHI,6,2191
2024-03-16,All England Open 2024,Semi final,XD,ZHENG Si Wei / HUANG Ya Qiong,1,2481,FENG Yan Zhe / HUANG Dong Ping,4,2379
2024-03-16,All England Open 2024,Semi final,MD,Aaron CHIA / SOH Wooi Yik,5,2148,LEE Jhe-Huei / YANG Po Hsuan,15,2196
2024-03-16,All England Open 2024,Semi final,WS,Carolina MARIN,5,2458,TAI Tzu Ying,3,2617
2024-03-16,All England Open 2024,Semi final,XD,Yuta WATANABE / Arisa IGAKI,2,2274,Robin TABELING / Selena PIEK,15,2082
2024-03-16,All England Open 2024,Semi final,MS,Jonatan CHRISTIE,9,2269,Lakshya SEN,18,2288
2024-03-16,All England Open 2024,Semi final,WS,Akane YAMAGUCHI,4,2517,AN Se Young,1,2727
2024-03-16,All England Open 2024,Semi final,WD,BAEK Ha Na / LEE So Hee,2,2308,KIM So Yeong / KONG Hee Yong,4,2178
2024-03-16,All England Open 2024,Semi final,MS,Anthony Sinisuka GINTING,5,2325,Christo POPOV,24,2189
2024-03-16,All England Open 2024,Semi final,WD,Nami MATSUYAMA / Chiharu SHIDA,5,2275,Rena MIYAURA / Ayako SAKURAMOTO,11,2180
2024-03-17,All England Open 2024,Final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2174,Aaron CHIA / SOH Wooi Yik,5,2179
2024-03-17,All England Open 2024,Final,XD,ZHENG Si Wei / HUANG Ya Qiong,1,2500,Yuta WATANABE / Arisa IGAKI,2,2288
2024-03-17,All England Open 2024,Final,MS,Jonatan CHRISTIE,9,2298,Anthony Sinisuka GINTING,5,2342
2024-03-17,All England Open 2024,Final,WS,Carolina MARIN,5,2497,Akane YAMAGUCHI,4,2559
2024-03-17,All England Open 2024,Final,WD,BAEK Ha Na / LEE So Hee,2,2325,Nami MATSUYAMA / Chiharu SHIDA,5,2295
2024-06-04,Indonesia Open 2024,Round 1,MS,Priyanshu RAJAWAT,34,1972,PRANNOY H. S.,10,2117
2024-06-04,Indonesia Open 2024,Round 1,WD,Treesa JOLLY / GAYATRI GOPICHAND,25,2012,CHENG Chi Ya / SUN Yu H..,63,1430
2024-06-04,Indonesia Open 2024,Round 1,MD,LEE Jhe-Huei / YANG Po Hsuan,12,2082,LOW Hang Yee / NG Eng Cheong,53,1660
2024-06-04,Indonesia Open 2024,Round 1,MS,Kenta NISHIMOTO,12,2190,Anthony Sinisuka GINTING,9,2239
2024-06-04,Indonesia Open 2024,Round 1,WD,Mayu MATSUMOTO / Wakana NAGAHARA,7,2179,Julie FINNE-IPSEN / Mai SURROW,55,1640
2024-06-04,Indonesia Open 2024,Round 1,XD,TANG Chun Man / TSE Ying Suet,7,2153,CHOONG Hon Jian / GO Pei Kee,48,1681
2024-06-04,Indonesia Open 2024,Round 1,MD,Rasmus KJÆR / Frederik SØGAARD,15,1892,CHEN Bo Yang / LIU Yi,21,1913
2024-06-04,Indonesia Open 2024,Round 1,MD,LU Ching Yao / YANG Po Hsuan,25,1816,Bjarne GEHNERT / Jan Colin STICHLING,54,1657
2024-06-04,Indonesia Open 2024,Round 1,MD,Aaron CHIA / SOH Wooi Yik,5,2162,Vinson CHIU / Joshua YUAN,42,1625
2024-06-04,Indonesia Open 2024,Round 1,WD,LI Yi jing / LUO Xu Min,22,1950,Ornnicha JONGSATHAPORNPARN / Sukitta SUWACHAI,158,1545
2024-06-04,Indonesia Open 2024,Round 1,MD,MAN Wei Chong / TEE Kai Wun,20,1962,KANG Min Hyuk / SEO Seung Jae,3,2257
2024-06-04,Indonesia Open 2024,Round 1,MS,Kantaphon WANGCHAROEN,51,1823,Chico Aura DWI WARDOYO,27,2141
2024-06-04,Indonesia Open 2024,Round 1,MS,Anders ANTONSEN,5,2331,LEE Cheuk Yiu,16,2067
2024-06-04,Indonesia Open 2024,Round 1,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,29,1917,Rahmat HIDAYAT / Yeremia Erich Yoche Yacob RAMBITAN,101,1808
2024-06-04,Indonesia Open 2024,Round 1,WS,Gregoria Mariska TUNJUNG,9,2358,Putri Kusuma WARDANI,32,1909
2024-06-04,Indonesia Open 2024,Round 1,WS,Supanida KATETHONG,15,2158,Pornpawee CHOCHUWONG,18,2257
2024-06-04,Indonesia Open 2024,Round 1,WD,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,9,2107,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,10,2067
2024-06-04,Indonesia Open 2024,Round 1,MS,Lakshya SEN,14,2233,Kanta TSUNEYAMA,29,2003
2024-06-04,Indonesia Open 2024,Round 1,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,6,2152,Supak JOMKOH / Supissara PACHARAMONGKOL,22,1906
2024-06-04,Indonesia Open 2024,Round 1,WS,WANG Zhi Yi,6,2443,GOH Jin Wei,33,1914
2024-06-04,Indonesia Open 2024,Round 1,MS,Kunlavut VITIDSARN,8,2282,LOH Kean Yew,13,2156
2024-06-04,Indonesia Open 2024,Round 1,WD,Margot LAMBERT / Anne TRAN,16,1998,LI Wen Mei / LIU Xuan Xuan,17,2050
2024-06-04,Indonesia Open 2024,Round 1,MD,LEE Yang / WANG Chang,10,2061,CHOONG Hon Jian / Muhammad Shohibul FIKRI,26,1891
2024-06-04,Indonesia Open 2024,Round 1,MS,WENG Hong Yang,19,2207,Kiran GEORGE,36,2012
2024-06-04,Indonesia Open 2024,Round 1,WS,Ester Nurumi Tri WARDOYO,35,2006,Nozomi OKUHARA,16,2203
2024-06-04,Indonesia Open 2024,Round 1,WS,Kirsty GILMOUR,22,2034,NGUYEN Thuy Linh,23,1971
2024-06-04,Indonesia Open 2024,Round 1,WS,Pornpicha CHOEIKEEWONG,40,1747,Michelle LI,36,2049
2024-06-04,Indonesia Open 2024,Round 1,MS,LEE Zii Jia,7,2358,NG Ka Long Angus,21,2141
2024-06-04,Indonesia Open 2024,Round 1,XD,Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA,18,2004,YE Hong / LEE Chia Hsin,11,2074
2024-06-04,Indonesia Open 2024,Round 1,XD,Adnan MAULANA / Nita Violina MARWAH,46,1723,Jan Colin STICHLING / Isabel LOHAU,200,1713
2024-06-04,Indonesia Open 2024,Round 1,WD,Pearly TAN / THINAAH Muralitharan,13,1998,SUNG Shuo Yun / YU Chien Hui,42,1743
2024-06-04,Indonesia Open 2024,Round 1,WS,HE Bing Jiao,8,2410,Line Højmark KJAERSFELDT,21,1962
2024-06-04,Indonesia Open 2024,Round 1,XD,REDDY .. / REDDY Sikki Gupta,45,1741,Vinson CHIU / Jennie GAI,31,1735
2024-06-04,Indonesia Open 2024,Round 1,XD,LEE Chun Hei / NG Tsz Yau,23,1951,GOH Soon Huat / LAI Shevon Jemie,16,2088
2024-06-04,Indonesia Open 2024,Round 1,XD,SEO Seung Jae / CHAE Yu Jung,3,2318,CHEN Tang Jie / TOH Ee Wei,9,2111
2024-06-05,Indonesia Open 2024,Round 1,XD,KIM Won Ho / JEONG Na Eun,8,2168,Hiroki MIDORIKAWA / Natsu SAITO,10,2006
2024-06-05,Indonesia Open 2024,Round 1,WS,Ratchanok INTANON,13,2089,AAKARSHI KASHYAP,41,1681
2024-06-05,Indonesia Open 2024,Round 1,WS,CHEN Yu Fei,2,2554,Yvonne LI,30,1865
2024-06-05,Indonesia Open 2024,Round 1,WD,ZHANG .. / ZHENG Yu,5,2213,HSU Ya Ching / LIN Wan Ching,27,1810
2024-06-05,Indonesia Open 2024,Round 1,MD,Christo POPOV / Toma Junior POPOV,37,1695,Alexander DUNN / Adam HALL,32,1704
2024-06-05,Indonesia Open 2024,Round 1,WS,SUNG Shuo Yun,31,1880,Akane YAMAGUCHI,5,2451
2024-06-05,Indonesia Open 2024,Round 1,MD,LIANG Wei Keng / WANG Chang,2,2228,XIE Hao Nan / ZENG Wei Han,60,1755
2024-06-05,Indonesia Open 2024,Round 1,XD,TAN Kian Meng / LAI Pei Jing,21,1924,Koceila MAMMERI / Tanina Violette MAMMERI,47,1916
2024-06-05,Indonesia Open 2024,Round 1,WD,Maiken FRUERGAARD / Sara THYGESEN,24,1850,Jesita Putri MIANTORO / Febi SETIANINGRUM,45,1794
2024-06-05,Indonesia Open 2024,Round 1,MD,GOH Sze Fei / Nur IZZUDDIN,13,2063,DONG A Ran / Nyl YAKURA,35,1746
2024-06-05,Indonesia Open 2024,Round 1,XD,Mathias THYRRI / Alexandra BOE,14,2086,Yuta WATANABE / Arisa IGAKI,4,2207
2024-06-05,Indonesia Open 2024,Round 1,WS,Aya OHORI,11,2254,PAI Yu Po,28,1919
2024-06-05,Indonesia Open 2024,Round 1,MS,CHOU Tien Chen,11,2274,LIN Chun-Yi,17,2151
2024-06-05,Indonesia Open 2024,Round 1,XD,Robin TABELING / Selena PIEK,13,2045,Presley SHIN Jian Da / Allison Qu..,36,1836
2024-06-05,Indonesia Open 2024,Round 1,MD,Muhammad Shohibul FIKRI / Bagas MAULANA,11,2032,LIU Yu Chen / OU Xuan Yi,9,2041
2024-06-05,Indonesia Open 2024,Round 1,WD,Tanisha CRASTO / Ashwini PONNAPPA,20,1829,Jackie D.. / Crystal LAI,62,1679
2024-06-05,Indonesia Open 2024,Round 1,MD,Hendra SETIAWAN / Mohammad AHSAN,16,1953,Supak JOMKOH / Kittinupong KEDREN,22,1958
2024-06-05,Indonesia Open 2024,Round 1,WD,LIU Sheng Shu / TAN Ning,4,2276,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,15,1911
2024-06-05,Indonesia Open 2024,Round 1,WD,CHANG Tak Ching / YANG Ching Tun,33,1749,Polina BUHROVA / Yevheniia KANTEMYR,68,1664
2024-06-05,Indonesia Open 2024,Round 1,MS,LEONG Jun Hao,32,2125,Jonatan CHRISTIE,3,2412
2024-06-05,Indonesia Open 2024,Round 1,MS,Rasmus GEMKE,26,2142,Kodai NARAOKA,6,2242
2024-06-05,Indonesia Open 2024,Round 1,MD,Leo Rolly CARNANDO / Daniel MARTHIN,14,1918,Fajar ALFIAN / Muhammad Shohibul FIKRI,7,2196
2024-06-05,Indonesia Open 2024,Round 1,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,4,2198,LEE Fang Jen / LEE Fang Chih,23,1861
2024-06-05,Indonesia Open 2024,Round 1,XD,JIANG Zhen Bang / WEI Ya Xin,5,2228,YAP Roy King / Valeree SIETSEMA,52,1725
2024-06-05,Indonesia Open 2024,Round 1,XD,YANG Po Hsuan / HU Ling Fang,24,1946,Rinov RIVALDY / Pitha Haningtyas MENTARI,15,2024
2024-06-05,Indonesia Open 2024,Round 1,MS,LI Shi Feng,4,2274,Brian YANG,25,1997
2024-06-05,Indonesia Open 2024,Round 1,XD,FENG Yan Zhe / HUANG Dong Ping,2,2372,GUO Xin Wa / CHEN Fang Hui,79,1923
2024-06-05,Indonesia Open 2024,Round 1,WS,HSU Wen Chi,26,1961,PUSARLA V. Sindhu,12,2251
2024-06-05,Indonesia Open 2024,Round 1,MS,Toma Junior POPOV,23,2073,WANG Tzu Wei,22,1991
2024-06-05,Indonesia Open 2024,Round 1,MS,SHI Yu Qi,2,2560,LEI Lan Xi,33,1988
2024-06-05,Indonesia Open 2024,Round 1,MD,Kenya MITSUI / Hiroki OKAMURA,24,1908,Koceila MAMMERI / Youcef Sabri MEDEL,62,1818
2024-06-05,Indonesia Open 2024,Round 1,XD,Yuki KANEKO / Misaki MATSUTOMO,28,1878,HEE Yong KWON / TAN Wei Qiang,17,1928
