date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
18/12/2025,Group B,XD,CHEN Tang Jie / TOH Ee Wei (3) Rank 4 Elo 2224 (+13),17-21 / 21-14 / 21-15,Jafar HIDAYATULLAH / Felisha Alberta SI Rank 10 Elo 2049 (-14),65,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,CHEN Tang Jie / TOH Ee Wei (3),4,2224,Jafar HIDAYATULLAH / Felisha Alberta SI,10,2049
18/12/2025,Group A,WD,Pearly TAN / THINAAH Muralitharan (1) Rank 2 Elo 2313 (+12),21-13 / 21-18,Rin IWANAGA / Kie NAKANISHI Rank 6 Elo 2118 (-13),52,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Pearly TAN / THINAAH Muralitharan (1),2,2313,Rin IWANAGA / Kie NAKANISHI,6,2118
18/12/2025,Group A,WS,Akane YAMAGUCHI (4) Rank 3 Elo 2510 (+8),22-24 / 21-19 / 21-13,Putri Kusuma WARDANI Rank 7 Elo 2236 (-8),65,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Akane YAMAGUCHI (4),3,2510,Putri Kusuma WARDANI,7,2236
17/12/2025,Group A,MD,KIM Won Ho / SEO Seung Jae (1) Rank 1 Elo 2417 (+6),21-19 / 23-25 / 21-14,CHIU Hsiang Chieh / WANG Chang Rank 16 Elo 2046 (-6),56,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,KIM Won Ho / SEO Seung Jae (1),1,2417,CHIU Hsiang Chieh / WANG Chang,16,2046
17/12/2025,Group A,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI Rank 10 Elo 2148 (+19),23-21 / 21-19,MAN Wei Chong / TEE Kai Wun (4) Rank 4 Elo 2065 (-20),43,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,10,2148,MAN Wei Chong / TEE Kai Wun (4),4,2065
17/12/2025,Group B,MS,Kodai NARAOKA Rank 9 Elo 2215 (+27),21-17 / 21-18,CHOU Tien Chen (3) Rank 6 Elo 2232 (-27),55,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Kodai NARAOKA,9,2215,CHOU Tien Chen (3),6,2232
17/12/2025,Group B,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY (3) Rank 3 Elo 2137 (+21),12-21 / 22-20 / 21-14,LIANG Wei Keng / WANG Chang Rank 5 Elo 2071 (-21),60,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Satwiksairaj RANKIREDDY / Chirag SHETTY (3),3,2137,LIANG Wei Keng / WANG Chang,5,2071
17/12/2025,Group B,MD,Aaron CHIA / SOH Wooi Yik (2) Rank 2 Elo 2085 (+35),22-24 / 21-18 / 21-19,Fajar ALFIAN / Muhammad Shohibul FIKRI Rank 8 Elo 2207 (-34),83,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,Aaron CHIA / SOH Wooi Yik (2),2,2085,Fajar ALFIAN / Muhammad Shohibul FIKRI,8,2207
17/12/2025,Group B,MS,SHI Yu Qi Rank 1 Elo 2571 (+10),21-13 / 23-21,LI Shi Feng (2) Rank 4 Elo 2333 (-10),57,https://badmintonranks.com/tournament?id=14651,3,BWF World Tour Finals 2025,SHI Yu Qi,1,2571,LI Shi Feng (2),4,2333
17/12/2025,Group B,WD,LIU Sheng Shu / TAN Ning (3) Rank 1 Elo 2367 (+2),21-10 / 21-14,HSIEH Pei Lan / HUNG En-Tzu Rank 9 Elo 1865 (-3),39,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,LIU Sheng Shu / TAN Ning (3),1,2367,HSIEH Pei Lan / HUNG En-Tzu,9,1865
17/12/2025,Group A,MS,Christo POPOV Rank 8 Elo 2297 (+33),21-13 / 12-21 / 21-19,Anders ANTONSEN (4) Rank 3 Elo 2415 (-33),78,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Christo POPOV,8,2297,Anders ANTONSEN (4),3,2415
17/12/2025,Group B,WS,Pornpawee CHOCHUWONG Rank 6 Elo 2221 (+26),21-18 / 14-21 / 21-10,Ratchanok INTANON Rank 8 Elo 2218 (-25),57,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Pornpawee CHOCHUWONG,6,2221,Ratchanok INTANON,8,2218
17/12/2025,Group A,XD,JIANG Zhen Bang / WEI Ya Xin (4) Rank 2 Elo 2286 (+12),16-21 / 21-16 / 21-17,Thom GICQUEL / Delphine DELRUE Rank 5 Elo 2075 (-12),70,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,JIANG Zhen Bang / WEI Ya Xin (4),2,2286,Thom GICQUEL / Delphine DELRUE,5,2075
17/12/2025,Group B,WS,WANG Zhi Yi (2) Rank 2 Elo 2547 (+18),21-14 / 21-5,HAN Yue (3) Rank 5 Elo 2441 (-18),35,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,WANG Zhi Yi (2),2,2547,HAN Yue (3),5,2441
17/12/2025,Group A,XD,Hiroki MIDORIKAWA / Natsu SAITO Rank 8 Elo 2036 (+41),21-19 / 21-18,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (1) Rank 3 Elo 2248 (-39),43,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Hiroki MIDORIKAWA / Natsu SAITO,8,2036,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (1),3,2248
17/12/2025,Group B,WD,BAEK Ha Na / LEE So Hee Rank 7 Elo 2240 (+25),21-15 / 21-12,KIM Hye Rin / KONG Hee Yong (2) Rank 3 Elo 2235 (-25),55,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,BAEK Ha Na / LEE So Hee,7,2240,KIM Hye Rin / KONG Hee Yong (2),3,2235
17/12/2025,Group A,MS,Kunlavut VITIDSARN (1) Rank 2 Elo 2403 (+26),21-10 / 21-14,Jonatan CHRISTIE Rank 5 Elo 2410 (-26),45,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Kunlavut VITIDSARN (1),2,2403,Jonatan CHRISTIE,5,2410
17/12/2025,Group A,WD,Pearly TAN / THINAAH Muralitharan (1) Rank 2 Elo 2283 (+30),21-17 / 21-11,JIA Yi Fan / ZHANG .. (4) Rank 4 Elo 2342 (-29),46,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Pearly TAN / THINAAH Muralitharan (1),2,2283,JIA Yi Fan / ZHANG .. (4),4,2342
17/12/2025,Group B,XD,CHEN Tang Jie / TOH Ee Wei (3) Rank 4 Elo 2212 (+12),21-13 / 21-13,GOH Soon Huat / LAI Shevon Jemie Rank 9 Elo 2004 (-12),41,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,CHEN Tang Jie / TOH Ee Wei (3),4,2212,GOH Soon Huat / LAI Shevon Jemie,9,2004
17/12/2025,Group B,XD,FENG Yan Zhe / HUANG Dong Ping (2) Rank 1 Elo 2465 (+4),21-18 / 21-16,Jafar HIDAYATULLAH / Felisha Alberta SI Rank 10 Elo 2053 (-4),46,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,FENG Yan Zhe / HUANG Dong Ping (2),1,2465,Jafar HIDAYATULLAH / Felisha Alberta SI,10,2053
17/12/2025,Group A,WS,Akane YAMAGUCHI (4) Rank 3 Elo 2504 (+6),21-14 / 21-17,Tomoka MIYAZAKI Rank 9 Elo 2158 (-6),42,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Akane YAMAGUCHI (4),3,2504,Tomoka MIYAZAKI,9,2158
17/12/2025,Group A,WS,AN Se Young (1) Rank 1 Elo 2785 (+2),21-16 / 8-21 / 21-8,Putri Kusuma WARDANI Rank 7 Elo 2238 (-2),63,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,AN Se Young (1),1,2785,Putri Kusuma WARDANI,7,2238
17/12/2025,Group A,WD,Yuki FUKUSHIMA / Mayu MATSUMOTO Rank 5 Elo 2201 (+21),21-14 / 21-14,Rin IWANAGA / Kie NAKANISHI Rank 6 Elo 2139 (-21),47,https://badmintonranks.com/tournament?id=14651,4,BWF World Tour Finals 2025,Yuki FUKUSHIMA / Mayu MATSUMOTO,5,2201,Rin IWANAGA / Kie NAKANISHI,6,2139
